0,0.40909,0.22727,0.18182,0.18182,0
0.23529,0,0.11765,0.088235,0.29412,0.26471
0.1875,0.1875,0,0.125,0.4375,0.0625
0,0.11111,0.33333,0,0.44444,0.11111
0.4,0.2,0.15,0.15,0,0.1
0.13333,0.26667,0.066667,0.26667,0.26667,0
